"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ARATQuestionnaireResponse","QuestionnaireResponse","QuestionnaireResponse","","Form
QuestionnaireAnswers","",0,*,"","","","null {[]} {[]}
","A structured set of questions and their answers","A structured set of questions and their answers. The questions are ordered and grouped into coherent subsets, corresponding to the structure of the grouping of the questionnaire being responded to.","The QuestionnaireResponse contains enough information about the questions asked and their organization that it can be interpreted somewhat independently from the Questionnaire it is based on.  I.e. You don't need access to the Questionnaire in order to extract basic information from a QuestionnaireResponse.","","","","","","","","",,,,,"",,,,"QuestionnaireResponse",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item.answer.value[x]","QuestionnaireResponse.item.item.item.answer.value[x]","","","",0,1,"","","","boolean {[]} {[]}
decimal {[]} {[]}integer {[]} {[]}date {[]} {[]}dateTime {[]} {[]}time {[]} {[]}string {[]} {[]}uri {[]} {[]}Attachment {[]} {[]}Coding {[]} {[]}Quantity {[]} {[]}Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource|4.0.1]]}","Single-valued answer to the question","The answer (or one of the answers) provided by the respondent to the question.","More complex structures (Attachment, Resource and Quantity) will typically be limited to electronic forms that can expose an appropriate user interface to capture the components and enforce the constraints of a complex data type.  Additional complex types can be introduced through extensions. Must match the datatype specified by Questionnaire.item.type in the corresponding Questionnaire.","Ability to retain a single-valued answer to a question.","","","","","","","",,"example","Code indicating the response provided for a question.","http://hl7.org/fhir/ValueSet/questionnaire-answers|4.0.1","",,,,"QuestionnaireResponse.item.answer.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item.answer.item","QuestionnaireResponse.item.item.item.answer.item","","","",0,*,"","","","","Nested groups and questions","Nested groups and/or questions found within this particular answer.","","It is useful to have ""sub-questions"", questions which normally appear when certain answers are given and which collect additional details.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.answer.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item.item","QuestionnaireResponse.item.item.item.item","","","",0,*,"","","","","Nested questionnaire response items","Questions or sub-groups nested beneath a question or group.","","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item:testTimeA1","QuestionnaireResponse.item.item.item","testTimeA1","","",0,1,"","","","BackboneElement {[]} {[]}
","Nested questionnaire response items","Questions or sub-groups nested beneath a question or group.","","Reports can consist of complex nested groups.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item:testTimeA1.id","QuestionnaireResponse.item.item.item.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item:testTimeA1.extension","QuestionnaireResponse.item.item.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item:testTimeA1.modifierExtension","QuestionnaireResponse.item.item.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item:testTimeA1.linkId","QuestionnaireResponse.item.item.item.linkId","","","",1,1,"","","","string {[]} {[]}
","Pointer to specific item from Questionnaire","The item from the Questionnaire that corresponds to this item in the QuestionnaireResponse resource.","","Items can repeat in the answers, so a direct 1..1 correspondence by position might not exist - requiring correspondence by identifier.","","","<valueString xmlns=""http://hl7.org/fhir"" value=""a-block-10cm3-seconds""/>","","","","",,,,,"",,,,"QuestionnaireResponse.item.linkId",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item:testTimeA1.definition","QuestionnaireResponse.item.item.item.definition","","","",0,1,"","","","uri {[]} {[]}
","ElementDefinition - details for the item","A reference to an [ElementDefinition](elementdefinition.html) that provides the details for the item.","The ElementDefinition must be in a [StructureDefinition](structuredefinition.html#), and must have a fragment identifier that identifies the specific data element by its id (Element.id). E.g. http://hl7.org/fhir/StructureDefinition/Observation#Observation.value[x].

There is no need for this element if the item pointed to by the linkId has a definition listed.","A common pattern is to define a set of data elements, and then build multiple different questionnaires for different circumstances to gather the data. This element provides traceability to the common definition.","","","","","","","",,,,,"",,,,"QuestionnaireResponse.item.definition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ARATQuestionnaireResponse","QuestionnaireResponse.item:graspSubscale.item:aBlock10cm3.item:testTimeA1.text","QuestionnaireResponse.item.item.item.text","","","",0,1,"","","","string {[]} {[]}
","Name for group or question text","Text that is displayed above the contents of the group or as the text of the question being answered.","","Allows the questionnaire response to be read without access to the questionnaire.","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""完成時間（秒）""/>","","","",,,,,"",,,,"QuestionnaireResponse.item.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
